company,H1,H2,H3,H4,H5,2023,2022,2021,2020,2019
BEN Berlin Energie und Netzholding GmbH,Allgemeine Daten,Investitionen,,,,278.62,285.18,138.6,,
BEN Berlin Energie und Netzholding GmbH,Allgemeine Daten,Investitionsquote (%),,,,9.5,10.1,5.1,,
BEN Berlin Energie und Netzholding GmbH,Allgemeine Daten,Umsatz pro Vollzeitkraft (T €),,,,712.6,721.88,368.93,,
BEN Berlin Energie und Netzholding GmbH,Allgemeine Daten,Eigenkapitalquote (%),,,,1.0,0.4,,,
BEN Berlin Energie und Netzholding GmbH,Allgemeine Daten,Eigenkapitalrentabilität (%),,,,113.8,197.2,,,
BEN Berlin Energie und Netzholding GmbH,Allgemeine Daten,Umsatzrentabilität (%),,,,3.0,1.9,-2.0,,
BEN Berlin Energie und Netzholding GmbH,Allgemeine Daten,Zinslastquote (%),,,,2.1,2.2,2.6,,
BEN Berlin Energie und Netzholding GmbH,Allgemeine Daten,Personalkostenquote (%),,,,15.4,12.8,12.8,,
Berlin Tourismus & Kongress GmbH,Bilanzdaten,Bilanzsumme,,,,6.72,6.4,6.74,6.42,7.04
Berlin Tourismus & Kongress GmbH,Bilanzdaten,Bilanzsumme,Anlagevermögen,,,1.75,2.1,2.53,2.82,2.64
Berlin Tourismus & Kongress GmbH,Bilanzdaten,Bilanzsumme,Anlagevermögen,Sachanlagen,,1.16,1.35,1.56,1.61,0.75
Berlin Tourismus & Kongress GmbH,Bilanzdaten,Bilanzsumme,Anlagevermögen,Finanzanlagen,,0.03,0.03,0.03,0.03,0.59
Berlin Tourismus & Kongress GmbH,Bilanzdaten,Bilanzsumme,Umlaufvermögen,,,4.84,4.18,4.14,3.46,4.3
Berlin Tourismus & Kongress GmbH,Bilanzdaten,Bilanzsumme,Eigenkapital,,,0.87,0.76,0.77,0.77,0.82
Berlin Tourismus & Kongress GmbH,Bilanzdaten,Bilanzsumme,Eigenkapital,Rücklagen,,,,,,
Berlin Tourismus & Kongress GmbH,Bilanzdaten,Bilanzsumme,Sonderposten für Zuschüsse,,,0.61,0.69,0.93,0.9,0.93
Berlin Tourismus & Kongress GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,,,5.24,4.95,5.04,4.75,5.28
Berlin Tourismus & Kongress GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,Rückstellungen,,2.26,1.86,1.16,1.47,0.98
Berlin Tourismus & Kongress GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,,2.99,3.09,3.88,3.28,4.3
Berlin Tourismus & Kongress GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,Kreditverbindlichkeiten,,,0.37,0.43,
Berlin Tourismus & Kongress GmbH,GuV-Daten,Gesamterträge,,,,26.52,25.81,22.89,20.4,26.28
Berlin Tourismus & Kongress GmbH,GuV-Daten,Gesamterträge,Umsatzerlöse,,,9.24,6.46,4.45,4.36,14.52
Berlin Tourismus & Kongress GmbH,GuV-Daten,Gesamterträge,Übrige Erträge,,,17.28,19.35,18.44,16.04,11.76
Berlin Tourismus & Kongress GmbH,GuV-Daten,Gesamtaufwendungen,,,,26.42,25.81,22.9,20.45,26.28
Berlin Tourismus & Kongress GmbH,GuV-Daten,Gesamtaufwendungen,Personalaufwand,,,10.35,9.31,8.71,9.11,9.91
Berlin Tourismus & Kongress GmbH,GuV-Daten,Gesamtaufwendungen,Abschreibungen,,,0.58,0.55,0.64,0.53,0.48
Berlin Tourismus & Kongress GmbH,GuV-Daten,Gesamtaufwendungen,Zinsaufwand,,,0.0,0.01,0.01,0.01,0.0
Berlin Tourismus & Kongress GmbH,GuV-Daten,Gesamtaufwendungen,Übrige Aufwendungen,,,15.48,15.96,13.53,10.8,15.89
Berlin Tourismus & Kongress GmbH,GuV-Daten,EBITDA,,,,0.73,0.42,0.67,0.45,0.49
Berlin Tourismus & Kongress GmbH,GuV-Daten,EBT,,,,0.15,0.0,0.02,-0.07,0.02
Berlin Tourismus & Kongress GmbH,GuV-Daten,Jahresergebnis,,,,0.1,-0.01,-0.01,-0.05,0.0
Berlin Tourismus & Kongress GmbH,GuV-Daten,Gewinnabführung,,,,,,,,
Berlin Tourismus & Kongress GmbH,Beschäftigte,Beschäftigte,,,,206.0,198.0,183.0,203.0,229.0
Berlin Tourismus & Kongress GmbH,Beschäftigte,Beschäftigte,davon Auszubildende,,,14.0,13.0,15.0,18.0,20.0
Berlin Tourismus & Kongress GmbH,Allgemeine Daten,Zuführungen,,,,16.76,18.7,17.76,15.6,11.25
Berlin Tourismus & Kongress GmbH,Allgemeine Daten,Zuführungen,Zuführungen Land Berlin,,,16.76,18.7,17.76,15.6,11.25
Berlin Tourismus & Kongress GmbH,Allgemeine Daten,Investitionen,,,,0.25,0.11,0.45,0.35,0.72
Berlin Tourismus & Kongress GmbH,Allgemeine Daten,Investitionsquote (%),,,,14.4,5.3,18.0,12.7,35.2
Berlin Tourismus & Kongress GmbH,Allgemeine Daten,Umsatz pro Vollzeitkraft (T €),,,,44.86,32.6,24.34,21.49,63.39
Berlin Tourismus & Kongress GmbH,Allgemeine Daten,Eigenkapitalquote (%),,,,12.9,11.9,11.4,12.0,11.7
Berlin Tourismus & Kongress GmbH,Allgemeine Daten,Eigenkapitalrentabilität (%),,,,17.0,-0.6,3.0,-9.6,2.6
Berlin Tourismus & Kongress GmbH,Allgemeine Daten,Umsatzrentabilität (%),,,,1.6,-0.1,0.5,-1.7,0.1
Berlin Tourismus & Kongress GmbH,Allgemeine Daten,Zinslastquote (%),,,,0.0,0.1,0.2,0.1,0.0
Berlin Tourismus & Kongress GmbH,Allgemeine Daten,Personalkostenquote (%),,,,112.0,144.1,195.6,208.8,68.3
Berlin Tourismus & Kongress GmbH,Spezifische Daten,Veranstaltungen Kongressbereich (Anz.),,,,42.0,37.0,47.0,35.0,40.0
Berlin Tourismus & Kongress GmbH,Spezifische Daten,Hotelbuchungen (Anz.),,,,5127.0,7688.0,8119.0,9802.0,10762.0
Berlin Tourismus & Kongress GmbH,Spezifische Daten,beantwortete Touristenanfragen (Anz.),,,,61181.0,63084.0,57500.0,46688.0,53306.0
Berlin Tourismus & Kongress GmbH,Spezifische Daten,beantwortete Touristenanfragen (Anz.),telefonische Anfragen (Anz.),,,14725.0,15100.0,28000.0,25228.0,32884.0
Berlin Tourismus & Kongress GmbH,Spezifische Daten,beantwortete Touristenanfragen (Anz.),schriftliche Anfragen (Anz.),,,46456.0,47984.0,29500.0,21460.0,20422.0
Berlin Tourismus & Kongress GmbH,Spezifische Daten,Übernachtungen in Berlin (Tsd.),,,,29589.0,26526.0,13960.0,12278.0,34124.0
Berlin Tourismus & Kongress GmbH,Spezifische Daten,Übernachtungen in Berlin (Tsd.),davon Inländer (%),,,59.7,61.8,70.9,69.7,54.6
Berlin Tourismus & Kongress GmbH,Spezifische Daten,Übernachtungen in Berlin (Tsd.),davon Ausländer (%),,,40.3,38.2,29.1,30.3,45.4
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,,,,122.64,84.61,46.21,35.46,28.78
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Anlagevermögen,,,21.39,17.61,14.62,10.78,8.54
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Anlagevermögen,Sachanlagen,,21.32,17.49,14.46,10.46,8.12
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Anlagevermögen,Finanzanlagen,,,,,,
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Umlaufvermögen,,,93.02,61.81,27.0,20.75,16.04
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Eigenkapital,,,,,,,
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Eigenkapital,Rücklagen,,,,,,
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Sonderposten für Zuschüsse,,,68.91,51.37,14.49,10.64,8.39
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Fremdkapital,,,51.53,30.53,27.92,21.23,16.59
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Fremdkapital,Rückstellungen,,36.84,18.56,16.67,10.78,11.22
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,,14.69,11.97,11.25,10.45,5.37
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,Kreditverbindlichkeiten,,,,,
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,GuV-Daten,Gesamterträge,,,,138.37,105.04,93.26,87.97,95.23
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,GuV-Daten,Gesamterträge,Umsatzerlöse,,,129.82,101.18,89.26,83.58,92.08
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,GuV-Daten,Gesamterträge,Übrige Erträge,,,8.55,3.86,4.0,4.39,3.15
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,GuV-Daten,Gesamtaufwendungen,,,,141.4,105.64,93.89,87.7,95.77
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,GuV-Daten,Gesamtaufwendungen,Personalaufwand,,,43.3,41.25,33.97,35.86,39.06
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,GuV-Daten,Gesamtaufwendungen,Abschreibungen,,,2.4,2.24,1.96,1.74,1.92
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,GuV-Daten,Gesamtaufwendungen,Zinsaufwand,,,0.0,0.02,0.19,0.01,0.02
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,GuV-Daten,Gesamtaufwendungen,Übrige Aufwendungen,,,95.69,62.12,57.78,50.09,54.78
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,GuV-Daten,EBITDA,,,,-2.12,1.69,1.51,1.97,1.37
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,GuV-Daten,EBT,,,,-3.02,-0.55,-0.63,0.28,-0.54
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,GuV-Daten,Jahresergebnis,,,,-3.03,-0.55,-0.63,0.27,-0.54
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,GuV-Daten,Gewinnabführung,,,,,,,,
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Beschäftigte,Beschäftigte,,,,796.0,790.0,762.0,768.0,780.0
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Beschäftigte,Beschäftigte,davon Auszubildende,,,39.0,45.0,50.0,47.0,41.0
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Allgemeine Daten,Zuführungen,,,,110.88,83.95,78.66,72.99,70.77
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Allgemeine Daten,Zuführungen,Zuführungen Land Berlin,,,100.94,80.58,73.23,69.8,67.34
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Allgemeine Daten,Investitionen,,,,6.19,5.24,5.81,3.98,2.32
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Allgemeine Daten,Investitionsquote (%),,,,28.9,29.8,39.8,37.0,27.2
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Allgemeine Daten,Umsatz pro Vollzeitkraft (T €),,,,163.09,128.07,117.14,108.83,118.05
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Allgemeine Daten,Eigenkapitalquote (%),,,,,,,,
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Allgemeine Daten,Eigenkapitalrentabilität (%),,,,,,,,
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Allgemeine Daten,Umsatzrentabilität (%),,,,-2.3,-0.5,-0.7,0.3,-0.6
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Allgemeine Daten,Zinslastquote (%),,,,0.0,0.0,0.2,0.0,0.0
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Allgemeine Daten,Personalkostenquote (%),,,,33.4,40.8,38.1,42.9,42.4
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Spezifische Daten,Besucher/innen öffentlicher Badebetrieb (Tsd.),,,,3600.0,3169.0,2010.0,1939.0,4168.0
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Spezifische Daten,Besucher/innen nicht öffentlicher Badebetrieb (Tsd.),,,,2088.0,1944.0,1107.0,1097.0,2176.0
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Spezifische Daten,Saunabesucher/innen (Tsd.),,,,41.0,16.0,7.0,41.0,126.0
Berliner Bäder-Betriebe (BBB) Anstalt des öffentlichen Rechts,Spezifische Daten,Bäder (Anz.),,,,67.0,67.0,60.0,60.0,60.0
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,,,,21.18,22.23,21.22,21.11,21.02
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Anlagevermögen,,,13.74,14.4,15.11,16.03,16.88
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Anlagevermögen,Sachanlagen,,13.74,14.39,15.09,16.0,16.86
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Anlagevermögen,Finanzanlagen,,,,0.01,0.01,0.01
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Umlaufvermögen,,,7.32,7.73,6.09,4.97,3.94
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Eigenkapital,,,7.6,8.22,7.94,7.54,7.14
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Eigenkapital,Rücklagen,,0.16,0.16,0.16,0.16,0.16
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Sonderposten für Zuschüsse,,,0.47,0.47,0.53,0.44,0.47
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Fremdkapital,,,13.1,13.55,12.75,13.12,13.4
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Fremdkapital,Rückstellungen,,1.18,2.66,1.68,0.91,0.89
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,,11.92,10.89,11.07,12.21,12.51
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,Kreditverbindlichkeiten,6.92,8.16,8.98,9.83,10.79
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,GuV-Daten,Gesamterträge,,,,21.2,18.48,14.95,12.88,13.53
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,GuV-Daten,Gesamterträge,Umsatzerlöse,,,19.96,18.34,14.64,12.38,13.18
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,GuV-Daten,Gesamterträge,Übrige Erträge,,,1.25,0.14,0.3,0.5,0.36
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,GuV-Daten,Gesamtaufwendungen,,,,21.67,18.07,14.41,12.32,12.91
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,GuV-Daten,Gesamtaufwendungen,Personalaufwand,,,3.11,2.98,3.19,2.73,2.92
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,GuV-Daten,Gesamtaufwendungen,Abschreibungen,,,1.86,1.87,1.81,1.72,1.64
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,GuV-Daten,Gesamtaufwendungen,Zinsaufwand,,,0.14,0.16,0.19,0.22,0.26
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,GuV-Daten,Gesamtaufwendungen,Übrige Aufwendungen,,,16.57,13.06,9.22,7.65,8.09
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,GuV-Daten,EBITDA,,,,1.32,3.12,2.83,2.79,2.86
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,GuV-Daten,EBT,,,,-0.65,1.09,0.84,0.85,0.96
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,GuV-Daten,Jahresergebnis,,,,-0.47,0.42,0.53,0.56,0.62
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,GuV-Daten,Gewinnabführung,,,,,0.04,0.04,0.04,0.04
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Beschäftigte,Beschäftigte,,,,51.0,49.0,50.0,48.0,49.0
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Beschäftigte,Beschäftigte,davon Auszubildende,,,1.0,2.0,3.0,2.0,2.0
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Allgemeine Daten,Zuführungen,,,,,,,,
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Allgemeine Daten,Zuführungen,Zuführungen Land Berlin,,,,,,,
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Allgemeine Daten,Investitionen,,,,1.2,1.2,1.08,0.86,1.76
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Allgemeine Daten,Investitionsquote (%),,,,8.7,8.3,7.2,5.4,10.4
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Allgemeine Daten,Umsatz pro Vollzeitkraft (T €),,,,391.29,374.35,292.85,257.84,268.9
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Allgemeine Daten,Eigenkapitalquote (%),,,,35.9,36.9,37.4,35.7,34.0
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Allgemeine Daten,Eigenkapitalrentabilität (%),,,,-8.5,13.3,10.6,11.3,13.5
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Allgemeine Daten,Umsatzrentabilität (%),,,,-3.2,6.0,5.7,6.9,7.3
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Allgemeine Daten,Zinslastquote (%),,,,0.7,0.8,1.3,1.8,2.0
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Allgemeine Daten,Personalkostenquote (%),,,,15.6,16.2,21.8,22.0,22.1
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Spezifische Daten,Umsatzerlöse/Gesamterträge Contracting (Mio. €),,,,18.01,16.17,12.78,11.18,11.44
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Spezifische Daten,Gesamterträge Consulting (Mio. €),,,,1.92,2.16,1.57,1.47,1.99
Berliner Energieagentur Gesellschaft mit beschränkter Haftung,Spezifische Daten,Gesamterträge Internationaler Know-how Transfer (Mio. €),,,,0.03,0.08,0.06,0.1,0.28
Berliner Großmarkt GmbH,Bilanzdaten,Bilanzsumme,,,,59.71,54.92,54.43,56.44,57.18
Berliner Großmarkt GmbH,Bilanzdaten,Bilanzsumme,Anlagevermögen,,,42.76,44.01,45.14,47.26,45.21
Berliner Großmarkt GmbH,Bilanzdaten,Bilanzsumme,Anlagevermögen,Sachanlagen,,42.62,43.94,45.1,47.24,45.18
Berliner Großmarkt GmbH,Bilanzdaten,Bilanzsumme,Anlagevermögen,Finanzanlagen,,,,,,
Berliner Großmarkt GmbH,Bilanzdaten,Bilanzsumme,Umlaufvermögen,,,16.95,10.91,9.28,9.15,11.95
Berliner Großmarkt GmbH,Bilanzdaten,Bilanzsumme,Eigenkapital,,,41.47,38.53,36.57,36.16,35.53
Berliner Großmarkt GmbH,Bilanzdaten,Bilanzsumme,Eigenkapital,Rücklagen,,2.63,2.63,2.63,2.63,2.63
Berliner Großmarkt GmbH,Bilanzdaten,Bilanzsumme,Sonderposten für Zuschüsse,,,0.28,0.3,0.33,0.35,0.37
Berliner Großmarkt GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,,,17.96,15.99,17.38,19.65,20.96
Berliner Großmarkt GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,Rückstellungen,,0.66,0.53,0.4,0.59,0.18
Berliner Großmarkt GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,,17.3,15.47,16.98,19.06,20.78
Berliner Großmarkt GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,Kreditverbindlichkeiten,12.69,13.79,15.57,17.39,19.19
Berliner Großmarkt GmbH,GuV-Daten,Gesamterträge,,,,15.65,13.89,14.12,13.69,12.4
Berliner Großmarkt GmbH,GuV-Daten,Gesamterträge,Umsatzerlöse,,,11.64,13.61,13.4,13.55,12.16
Berliner Großmarkt GmbH,GuV-Daten,Gesamterträge,Übrige Erträge,,,4.01,0.28,0.72,0.14,0.24
Berliner Großmarkt GmbH,GuV-Daten,Gesamtaufwendungen,,,,12.72,11.93,11.98,11.32,9.24
Berliner Großmarkt GmbH,GuV-Daten,Gesamtaufwendungen,Personalaufwand,,,1.96,1.83,1.63,1.53,1.19
Berliner Großmarkt GmbH,GuV-Daten,Gesamtaufwendungen,Abschreibungen,,,2.38,2.32,2.34,2.16,1.83
Berliner Großmarkt GmbH,GuV-Daten,Gesamtaufwendungen,Zinsaufwand,,,0.23,0.25,0.29,0.36,0.23
Berliner Großmarkt GmbH,GuV-Daten,Gesamtaufwendungen,Übrige Aufwendungen,,,8.14,7.52,7.72,7.27,5.98
Berliner Großmarkt GmbH,GuV-Daten,EBITDA,,,,7.23,5.79,6.57,6.46,7.31
Berliner Großmarkt GmbH,GuV-Daten,EBT,,,,4.75,3.25,3.97,3.97,5.28
Berliner Großmarkt GmbH,GuV-Daten,Jahresergebnis,,,,2.94,1.96,2.14,2.37,3.16
Berliner Großmarkt GmbH,GuV-Daten,Gewinnabführung,,,,,,,1.74,1.74
Berliner Großmarkt GmbH,Beschäftigte,Beschäftigte,,,,35.0,32.0,28.0,28.0,21.0
Berliner Großmarkt GmbH,Beschäftigte,Beschäftigte,davon Auszubildende,,,,,,,
Berliner Großmarkt GmbH,Allgemeine Daten,Zuführungen,,,,,,,,
Berliner Großmarkt GmbH,Allgemeine Daten,Zuführungen,Zuführungen Land Berlin,,,,,,,
Berliner Großmarkt GmbH,Allgemeine Daten,Investitionen,,,,1.11,1.18,0.31,4.21,19.59
Berliner Großmarkt GmbH,Allgemeine Daten,Investitionsquote (%),,,,2.6,2.7,0.7,8.9,43.3
Berliner Großmarkt GmbH,Allgemeine Daten,Umsatz pro Vollzeitkraft (T €),,,,332.61,425.26,478.45,483.92,579.17
Berliner Großmarkt GmbH,Allgemeine Daten,Eigenkapitalquote (%),,,,69.5,70.2,67.2,64.1,62.1
Berliner Großmarkt GmbH,Allgemeine Daten,Eigenkapitalrentabilität (%),,,,11.5,8.4,10.9,11.0,14.9
Berliner Großmarkt GmbH,Allgemeine Daten,Umsatzrentabilität (%),,,,40.8,23.9,29.6,29.3,43.4
Berliner Großmarkt GmbH,Allgemeine Daten,Zinslastquote (%),,,,2.0,1.8,2.2,2.7,1.9
Berliner Großmarkt GmbH,Allgemeine Daten,Personalkostenquote (%),,,,16.9,13.5,12.1,11.3,9.8
Berliner Großmarkt GmbH,Spezifische Daten,Mieter / Angesiedelte Firmen (Anz.),,,,300.0,300.0,300.0,300.0,300.0
Berliner Großmarkt GmbH,Spezifische Daten,Vermietbare Fläche (Tsd. m2),,,,189.0,189.0,189.0,183.0,183.0
Berliner Großmarkt GmbH,Spezifische Daten,Vermietungsstand (%),,,,96.3,93.0,99.0,99.0,99.7
Berliner Stadtgüter GmbH,Bilanzdaten,Bilanzsumme,,,,92.85,90.39,88.86,86.21,81.25
Berliner Stadtgüter GmbH,Bilanzdaten,Bilanzsumme,Anlagevermögen,,,68.55,65.69,64.16,57.38,56.81
Berliner Stadtgüter GmbH,Bilanzdaten,Bilanzsumme,Anlagevermögen,Sachanlagen,,64.75,62.11,60.1,54.31,53.7
Berliner Stadtgüter GmbH,Bilanzdaten,Bilanzsumme,Anlagevermögen,Finanzanlagen,,3.63,3.44,3.91,3.0,3.0
Berliner Stadtgüter GmbH,Bilanzdaten,Bilanzsumme,Umlaufvermögen,,,24.28,24.68,24.68,28.8,24.42
Berliner Stadtgüter GmbH,Bilanzdaten,Bilanzsumme,Eigenkapital,,,73.68,70.16,68.23,65.86,64.56
Berliner Stadtgüter GmbH,Bilanzdaten,Bilanzsumme,Eigenkapital,Rücklagen,,29.24,29.24,29.19,29.19,29.13
Berliner Stadtgüter GmbH,Bilanzdaten,Bilanzsumme,Sonderposten für Zuschüsse,,,,,,,
Berliner Stadtgüter GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,,,14.27,14.77,13.81,13.36,11.83
Berliner Stadtgüter GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,Rückstellungen,,9.31,8.74,8.31,8.06,6.71
Berliner Stadtgüter GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,,4.97,6.03,5.51,5.3,5.12
Berliner Stadtgüter GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,Kreditverbindlichkeiten,,,,,
Berliner Stadtgüter GmbH,GuV-Daten,Gesamterträge,,,,16.44,11.66,10.94,11.14,8.89
Berliner Stadtgüter GmbH,GuV-Daten,Gesamterträge,Umsatzerlöse,,,12.63,10.74,9.54,8.73,8.35
Berliner Stadtgüter GmbH,GuV-Daten,Gesamterträge,Übrige Erträge,,,3.81,0.91,1.4,2.41,0.54
Berliner Stadtgüter GmbH,GuV-Daten,Gesamtaufwendungen,,,,11.92,8.77,7.57,8.91,6.26
Berliner Stadtgüter GmbH,GuV-Daten,Gesamtaufwendungen,Personalaufwand,,,3.37,3.11,3.03,2.86,2.64
Berliner Stadtgüter GmbH,GuV-Daten,Gesamtaufwendungen,Abschreibungen,,,0.85,1.22,0.72,0.6,0.57
Berliner Stadtgüter GmbH,GuV-Daten,Gesamtaufwendungen,Zinsaufwand,,,0.01,0.01,0.04,0.04,0.03
Berliner Stadtgüter GmbH,GuV-Daten,Gesamtaufwendungen,Übrige Aufwendungen,,,7.69,4.43,3.77,5.4,3.02
Berliner Stadtgüter GmbH,GuV-Daten,EBITDA,,,,5.77,4.39,4.51,3.16,3.5
Berliner Stadtgüter GmbH,GuV-Daten,EBT,,,,5.06,3.17,3.76,2.54,2.91
Berliner Stadtgüter GmbH,GuV-Daten,Jahresergebnis,,,,4.52,2.89,3.37,2.23,2.63
Berliner Stadtgüter GmbH,GuV-Daten,Gewinnabführung,,,,1.0,1.0,1.0,1.0,1.0
Berliner Stadtgüter GmbH,Beschäftigte,Beschäftigte,,,,50.0,52.0,52.0,53.0,49.0
Berliner Stadtgüter GmbH,Beschäftigte,Beschäftigte,davon Auszubildende,,,3.0,6.0,7.0,6.0,5.0
Berliner Stadtgüter GmbH,Allgemeine Daten,Zuführungen,,,,0.13,0.16,0.17,0.16,0.15
Berliner Stadtgüter GmbH,Allgemeine Daten,Zuführungen,Zuführungen Land Berlin,,,,,,,
Berliner Stadtgüter GmbH,Allgemeine Daten,Investitionen,,,,3.56,2.77,6.61,1.38,1.27
